[INFO] [1617901746.678400]: [[0, 2, 0, 0, 1, 0, 0, 1], [(1157.26416015625, 1283.8560791015625, -9.392481803894043), (772.81201171875, 1091.2872314453125, -30.896442413330078), (1421.780517578125, 2052.41259765625, 16.829132080078125), (1593.4415283203125, 1674.9530029296875, 25.076866149902344), (1433.2738037109375, 1487.8243408203125, 29.61117172241211), (255.05552673339844, 2870.562255859375, -104.02922821044922), (721.6765747070312, 1963.69921875, -38.5802116394043), (1565.2005615234375, 1914.8253173828125, 39.7323112487793)]]
[INFO] [1617901747.507072]: [[0, 1, 0, 0, 1, 0, 0, 1], [(1159.57470703125, 1283.9771728515625, -9.33462905883789), (776.3504028320312, 1070.37890625, -23.834230422973633), (1426.41796875, 2074.150390625, 12.08529281616211), (1601.6590576171875, 1689.9105224609375, 21.290327072143555), (1429.77197265625, 1476.0745849609375, 33.00820541381836), (721.6765747070312, 1963.69921875, -38.5802116394043), (251.7545928955078, 2884.157958984375, -106.7294921875), (1561.3291015625, 1901.936767578125, 42.59119415283203)]]
[INFO] [1617901748.409548]: [[0, 2, 0, 0, 1, 0, 0, 1], [(1156.3302001953125, 1277.1395263671875, -6.964598178863525), (775.2468872070312, 1076.911376953125, -26.720355987548828), (1421.780517578125, 2052.41259765625, 16.829132080078125), (1595.20751953125, 1679.8878173828125, 23.79032325744629), (1437.0673828125, 1500.55322265625, 25.931066513061523), (251.7545928955078, 2884.157958984375, -106.7294921875), (720.853759765625, 1970.46533203125, -40.3055305480957), (1582.2530517578125, 1960.6064453125, 29.70024299621582)]]
[INFO] [1617901749.185201]: [[0, 2, 0, 1, 0, 0, 0, 1], [(1155.12939453125, 1268.5040283203125, -3.843024969100952), (772.0938720703125, 1095.575439453125, -34.966426849365234), (1413.981201171875, 2015.853271484375, 24.807395935058594), (1434.6429443359375, 1493.2047119140625, 30.77251625061035), (1583.198974609375, 1646.3310546875, 32.53883743286133), (258.59222412109375, 2855.995361328125, -101.1360855102539), (715.6815795898438, 2012.9951171875, -51.150367736816406), (1581.6925048828125, 1947.8914794921875, 32.64202880859375)]]
[INFO] [1617901749.995523]: [[0, 2, 0, 0, 1, 0, 0, 1], [(1155.12939453125, 1268.5040283203125, -3.843024969100952), (774.4586181640625, 1081.577392578125, -28.78187370300293), (1418.61865234375, 2037.59130859375, 20.063566207885742), (1595.20751953125, 1679.8878173828125, 23.79032325744629), (1445.4378662109375, 1529.4444580078125, 20.35809898376465), (255.05552673339844, 2870.562255859375, -104.02922821044922), (722.4994506835938, 1956.93310546875, -36.85490036010742), (1577.1126708984375, 1954.482177734375, 30.93575668334961)]]
[INFO] [1617901750.828637]: [[0, 1, 0, 0, 1, 0, 0, 1], [(1159.9798583984375, 1286.85595703125, -10.375024795532227), (776.0350952148438, 1072.245361328125, -24.658838272094727), (1418.61865234375, 2037.59130859375, 20.063566207885742), (1591.675537109375, 1670.0181884765625, 26.36342430114746), (1436.9769287109375, 1501.0404052734375, 28.520755767822266), (722.4994506835938, 1956.93310546875, -36.85490036010742), (244.44534301757812, 2914.2626953125, -112.70865631103516), (1582.2530517578125, 1960.6064453125, 29.70024299621582)]]
[INFO] [1617901751.753716]: [[0, 1, 0, 1, 0, 0, 0, 1], [(1155.12939453125, 1268.5040283203125, -3.843024969100952), (772.49658203125, 1093.154296875, -31.71781349182129), (1423.37744140625, 2058.6748046875, 11.840421676635742), (1432.01708984375, 1484.3896484375, 33.30575942993164), (1588.1436767578125, 1660.1485595703125, 28.936508178710938), (265.42987060546875, 2827.832763671875, -95.54267120361328), (725.7908325195312, 1929.86865234375, -29.953643798828125), (1576.26416015625, 1940.7762451171875, 34.09769821166992)]]
[INFO] [1617901752.582345]: [[0, 2, 0, 0, 1, 0, 0, 1], [(1156.73046875, 1280.01806640625, -8.005117416381836), (768.8628540039062, 1102.381591796875, -35.876190185546875), (1423.256103515625, 2059.3291015625, 15.319725036621094), (1591.675537109375, 1670.0181884765625, 26.36342430114746), (1438.234619140625, 1504.4698486328125, 24.79872703552246), (255.05552673339844, 2870.562255859375, -104.02922821044922), (723.322265625, 1950.1669921875, -35.12958526611328), (1576.26416015625, 1940.7762451171875, 34.09769821166992)]]
[INFO] [1617901753.432976]: [[0, 1, 0, 0, 1, 0, 0, 1], [(1153.795166015625, 1258.9090576171875, -0.3746218681335449), (776.7546997070312, 1067.949462890625, -20.629230499267578), (1420.2147216796875, 2043.85791015625, 15.099074363708496), (1595.20751953125, 1679.8878173828125, 23.79032325744629), (1438.234619140625, 1504.4698486328125, 24.79872703552246), (720.853759765625, 1970.46533203125, -40.3055305480957), (244.44534301757812, 2914.2626953125, -112.70865631103516), (1586.4451904296875, 1974.487548828125, 26.622018814086914)]]
[INFO] [1617901754.271012]: [[0, 2, 0, 0, 1, 0, 0, 1], [(1155.12939453125, 1268.5040283203125, -3.843024969100952), (776.8233642578125, 1067.5792236328125, -22.597320556640625), (1421.901611328125, 2051.76025390625, 13.361128807067871), (1589.90966796875, 1665.0833740234375, 27.649965286254883), (1443.1954345703125, 1521.1153564453125, 19.98626708984375), (719.0905151367188, 1984.964111328125, -44.00263214111328), (255.05552673339844, 2870.562255859375, -104.02922821044922), (1576.26416015625, 1940.7762451171875, 34.09769821166992)]]
